4638,1407,conifer,c4_6,405773.15699971747,491765.3696725942,auto
1497,4185,deciduous,d13_6,405249.6599633076,491302.41454981687,auto
2051,4487,deciduous,deciduous,405342.05621001887,491252.0206273375,manual
2122,4524,deciduous,deciduous,405353.84058311424,491245.76012297254,manual
2165,4546,deciduous,deciduous,405361.20581715414,491242.0774717382,manual
3458,4698,deciduous,d13_6,405576.5016229181,491216.8938046856,auto
2850,4319,deciduous,d13_6,405475.1045018343,491279.9759384705,auto
2880,4258,deciduous,d13_6,405480.18494213914,491290.13681908016,auto
2880,4258,deciduous,d13_6,405480.18494213914,491290.13681908016,auto
2880,4258,deciduous,d13_6,405480.18494213914,491290.13681908016,auto
2413,4282,deciduous,d13_6,405402.2848574651,491286.1148038389,auto
2413,4282,deciduous,d13_6,405402.2848574651,491286.1148038389,auto
3006,3972,deciduous,d13_6,405501.1417583965,491337.76594693796,auto
3006,3972,deciduous,d13_6,405501.1417583965,491337.76594693796,auto
3039,3859,deciduous,d13_6,405506.64556872676,491356.60591306834,auto
3090,3698,deciduous,d13_6,405515.1129692348,491383.4899096814,auto
2347,3835,deciduous,d13_6,405391.27723680466,491360.62792830967,auto
2366,3768,deciduous,d13_6,405394.45251199516,491371.8472339828,auto
2391,3688,deciduous,d13_6,405398.6862122492,491385.18338978296,auto
2409,3624,deciduous,d13_6,405401.64980242704,491395.767640418,auto
2446,3515,deciduous,d13_6,405407.78866779536,491413.9725515103,auto
2409,3624,deciduous,d13_6,405401.64980242704,491395.767640418,auto
2466,3396,deciduous,d13_6,405411.17562799854,491433.8709427042,auto
2249,3431,deciduous,d13_6,405374.9774908267,491427.9437623486,auto
2497,3256,deciduous,d13_6,405416.25606830337,491457.1562941013,auto
2342,3092,deciduous,d13_6,405390.43049675383,491484.46366073977,auto
2105,3003,deciduous,d13_6,405351.0570843915,491499.2816116289,auto
1881,2902,deciduous,d13_6,405313.5888371433,491516.21641264495,auto
1828,3002,deciduous,d13_6,405304.9097516226,491499.49329664157,auto
2394,2925,deciduous,d13_6,405399.10958227457,491512.40608241636,auto
2394,2925,deciduous,d13_6,405399.10958227457,491512.40608241636,auto
2417,2817,deciduous,d13_6,405402.9199125032,491530.3993084959,auto
2624,2898,deciduous,d13_6,405437.4245695735,491516.85146768304,auto
2646,2803,deciduous,d13_6,405441.23489980213,491532.72784363566,auto
3242,3264,deciduous,d13_6,405540.51517075894,491455.88618402515,auto
3279,3157,deciduous,d13_6,405546.65403612726,491473.66772509203,auto
3270,2795,deciduous,d13_6,405545.17224103835,491533.99795371183,auto
3383,2800,deciduous,d13_6,405564.01220716874,491533.15121366107,auto
3190,2725,deciduous,d13_6,405531.8360852382,491545.6406294104,auto
2944,2707,deciduous,d13_6,405490.7691927742,491548.6042195882,auto
3010,2668,deciduous,d13_6,405501.7768134346,491555.16645498195,auto
2937,2624,deciduous,d13_6,405489.7107677107,491562.5754304265,auto
2865,2575,deciduous,d13_6,405477.6447219867,491570.61946090916,auto
2763,2546,deciduous,d13_6,405460.7099209706,491575.48821620125,auto
2658,2528,deciduous,d13_6,405443.1400649164,491578.4518063791,auto
1906,3360,deciduous,d13_6,405317.8225373974,491439.79812305985,auto
1676,3080,deciduous,d13_6,405279.50755009847,491486.5805108668,auto
1576,3148,deciduous,d13_6,405262.7844340951,491475.14952018094,auto
1555,3251,deciduous,d13_6,405259.39747389185,491458.00303415215,auto
1522,3372,deciduous,d13_6,405253.89366356167,491437.8929579455,auto
1407,3129,deciduous,d13_6,405234.6303274058,491478.32479537145,auto
1285,3102,deciduous,d13_6,405214.3085661865,491482.7701806382,auto
1068,3283,deciduous,d13_6,405178.11042901466,491452.71090883465,auto
873,3144,deciduous,d13_6,405145.7226220714,491475.78457521903,auto
420,2790,deciduous,d13_6,405070.15107253706,491534.84469376266,auto
140,2756,deciduous,d13_6,405023.5803697428,491540.56018910557,auto
3917,1324,deciduous,d13_6,405652.9199125032,491779.12919841975,auto
4004,1333,deciduous,d13_6,405667.5261783796,491777.64740333083,auto
4071,1369,deciduous,d13_6,405678.74548405275,491771.7202229752,auto
551,3831,deciduous,d13_6,405091.9546288453,491361.26298334775,auto
425,3810,deciduous,deciduous,405071.1996436779,491364.7099241598,manual
334,3774,deciduous,d13_6,405055.7564916734,491370.7888089193,auto
224,3736,deciduous,d13_6,405037.5515805811,491377.1393593003,auto
224,3736,deciduous,d13_6,405037.5515805811,491377.1393593003,auto
166,3711,deciduous,d13_6,405027.8140699969,491381.3730595544,auto
3704,4304,deciduous,d13_6,405617.5685153821,491282.5161586229,auto
