1083,97,conifer,c1_6,453229.24944,455979.46704,auto
2713,4405,deciduous,deciduous,453574.444885728,455067.50548118126,manual
2681,4284,deciduous,d14_6,453567.51408,455093.16288,auto
2592,4017,deciduous,d14_6,453548.67456,455149.68144,auto
2582,3960,deciduous,deciduous,453546.5809791914,455161.6545244059,manual
2562,3894,deciduous,deciduous,453542.448359295,455175.5660278988,manual
1559,3665,deciduous,d14_6,453330.00912,455224.1928,auto
1835,3579,deciduous,d14_6,453388.4328,455242.39728,auto
2498,3554,deciduous,deciduous,453528.945851892,455247.53837090835,manual
2442,3387,deciduous,deciduous,453517.1217644157,455282.93113975506,manual
2946,3677,deciduous,d14_6,453623.60928,455221.65264,auto
3114,3643,deciduous,d14_6,453659.17152,455228.84976,auto
3750,4425,deciduous,d14_6,453793.8,455063.316,auto
3838,4454,deciduous,d14_6,453812.42784,455057.17728,auto
4026,4494,deciduous,d14_6,453852.22368,455048.71008,auto
4167,4524,deciduous,deciduous,453882.2187968161,455042.21842810186,manual
4356,4564,deciduous,deciduous,453922.2346142016,455033.74855619605,manual
4270,4547,deciduous,deciduous,453904.02717349736,455037.30830122146,manual
4233,4546,deciduous,deciduous,453896.04833488975,455037.6763764699,manual
4528,3938,deciduous,deciduous,453958.5280067482,455166.2356595916,manual
4529,3554,deciduous,d14_6,453958.69872,455247.68928,auto
4526,3235,deciduous,deciduous,453958.20118341123,455315.17165338434,manual
2312,2913,deciduous,d14_6,453489.40416,455383.37616,auto
2424,3113,deciduous,deciduous,453513.31648432376,455340.99155933067,manual
2349,3039,deciduous,deciduous,453497.27730267815,455356.7036788909,manual
2737,2652,deciduous,deciduous,453579.56066527066,455438.41342107474,manual
2536,2723,deciduous,deciduous,453537.0074924441,455423.5201595109,manual
2114,2874,deciduous,d14_6,453447.49152,455391.63168,auto
2223,2593,deciduous,d14_6,453470.56464,455451.11376,auto
3486,2334,deciduous,d14_6,453737.91648,455505.93888,auto
3525,2702,deciduous,d14_6,453746.172,455428.04064,auto
3831,2549,deciduous,d14_6,453810.94608,455460.42768,auto
4539,2489,deciduous,deciduous,453960.8616494656,455472.9456045693,manual
3284,1897,deciduous,d14_6,453695.15712,455598.44304,auto
3284,1897,deciduous,d14_6,453695.15712,455598.44304,auto
3905,1458,deciduous,deciduous,453826.8200863,455691.3173335751,manual
4379,825,deciduous,deciduous,453926.98411684495,455825.3593359728,manual
4612,564,deciduous,deciduous,453976.3295917772,455880.59639489534,manual
4535,447,deciduous,deciduous,453960.12675905775,455905.2690899641,manual
4445,259,deciduous,deciduous,453940.9779961798,455945.0399755277,manual
3156,377,deciduous,deciduous,453668.105926579,455920.00010615203,manual
3464,830,deciduous,deciduous,453733.2849812583,455824.26405960176,manual
3484,871,deciduous,deciduous,453737.54086969723,455815.5885947069,manual
3502,892,deciduous,deciduous,453741.30569408555,455811.0053302342,manual
3531,934,deciduous,deciduous,453747.52583872713,455802.16617732245,manual
1166,166,fruit,f2_6,453246.81888,455964.86112,auto
1081,133,fruit,f2_6,453228.82608,455971.84656,auto
