5206,2685,conifer,c4_6,417867.78020039486,492552.41454981687,auto
4646,1019,deciduous,d14_6,417774.42710979364,492829.933601468,auto
5618,129,deciduous,d14_6,417936.5778295227,492978.32479537145,auto
4644,1679,deciduous,d14_6,417774.21542478097,492720.0690798761,auto
4642,1771,deciduous,d14_6,417773.79205475556,492704.6160739489,auto
4623,1903,deciduous,d14_6,417770.61677956505,492682.600832628,auto
4616,2128,deciduous,d14_6,417769.55835450155,492645.13258537994,auto
4618,2197,deciduous,d14_6,417769.77003951423,492633.70159469405,auto
5880,2643,deciduous,d14_6,417980.18494213914,492559.400155236,auto
5786,2638,deciduous,d14_6,417964.52025119925,492560.2468952868,auto
5660,2653,deciduous,d14_6,417943.5634349418,492557.70667513437,auto
5695,3049,deciduous,d14_6,417949.2789302848,492491.66095117165,auto
5434,2690,deciduous,d14_6,417905.88350268104,492551.56780976604,auto
5367,2696,deciduous,d14_6,417894.6641970079,492550.50938470254,auto
5109,2677,deciduous,d14_6,417851.69213942956,492553.68465989304,auto
4948,2645,deciduous,d14_6,417824.80814281653,492558.9767852106,auto
4948,2645,deciduous,d14_6,417824.80814281653,492558.9767852106,auto
4939,3080,deciduous,d14_6,417823.3263477276,492486.5805108668,auto
5032,3069,deciduous,d14_6,417838.77935365477,492488.2739909684,auto
5131,3099,deciduous,d14_6,417855.2907846455,492483.40523567627,auto
5206,3135,deciduous,d14_6,417867.78020039486,492477.26637030795,auto
5260,3149,deciduous,d14_6,417876.882655941,492474.93783516827,auto
5434,3123,deciduous,d14_6,417905.88350268104,492479.38322043495,auto
5540,3144,deciduous,d14_6,417923.45335873525,492475.78457521903,auto
5434,3123,deciduous,d14_6,417905.88350268104,492479.38322043495,auto
5630,3170,deciduous,d14_6,417938.482994637,492471.55087496503,auto
5688,3184,deciduous,d14_6,417948.2205052213,492469.2223398253,auto
5747,3207,deciduous,d14_6,417957.9580158055,492465.4120095967,auto
5808,3219,deciduous,d14_6,417968.11889641517,492463.2951594697,auto
5902,3254,deciduous,d14_6,417983.78358735505,492457.57966412674,auto
5705,3356,deciduous,d14_6,417950.97241038637,492440.43317809794,auto
5696,3412,deciduous,d14_6,417949.49061529746,492431.1190375391,auto
5696,3266,deciduous,d14_6,417949.49061529746,492455.46281399974,auto
5716,3585,deciduous,d14_6,417952.8775755007,492402.32987581176,auto
5848,3607,deciduous,d14_6,417974.8928168216,492398.73123059585,auto
5635,3756,deciduous,d14_6,417939.3297346878,492373.75239909714,auto
5648,3673,deciduous,d14_6,417941.4465848148,492387.7236099354,auto
5530,3741,deciduous,d14_6,417921.7598786336,492376.29261924955,auto
5383,3729,deciduous,d14_6,417897.416102173,492378.40946937655,auto
5128,3712,deciduous,d14_6,417854.86741462006,492381.16137454164,auto
5029,3721,deciduous,d14_6,417838.35598362936,492379.6795794527,auto
4967,3725,deciduous,d14_6,417827.98341800703,492379.04452441464,auto
4950,3546,deciduous,d14_6,417825.23151284194,492408.8921112055,auto
4988,3436,deciduous,d14_6,417831.58206322294,492427.0970222978,auto
5002,3346,deciduous,d14_6,417833.9105983627,492442.1266581996,auto
5023,3229,deciduous,d14_6,417837.29755856586,492461.60167936806,auto
5381,3174,deciduous,d14_6,417896.99273214757,492470.91581992694,auto
5321,3156,deciduous,d14_6,417887.04353655066,492473.87941010477,auto
5260,3149,deciduous,d14_6,417876.882655941,492474.93783516827,auto
5206,3135,deciduous,d14_6,417867.78020039486,492477.26637030795,auto
4938,3080,deciduous,d14_6,417823.1146627149,492486.5805108668,auto
4992,3140,deciduous,d14_6,417832.21711826103,492476.4196302572,auto
4842,3152,deciduous,d14_6,417807.2382867623,492474.51446514286,auto
4785,3157,deciduous,d14_6,417797.71246119076,492473.66772509203,auto
4674,3134,deciduous,d14_6,417779.08418007306,492477.4780553207,auto
4674,3134,deciduous,d14_6,417779.08418007306,492477.4780553207,auto
4559,3074,deciduous,d14_6,417760.03252893,492487.4272509176,auto
4456,3016,deciduous,d14_6,417742.8860429012,492497.1647615019,auto
4559,3074,deciduous,d14_6,417760.03252893,492487.4272509176,auto
4422,2978,deciduous,d14_6,417737.1705475583,492503.5153118829,auto
4422,2978,deciduous,d14_6,417737.1705475583,492503.5153118829,auto
4506,2907,deciduous,d14_6,417751.1417583965,492515.3696725942,auto
4450,2888,deciduous,d14_6,417741.8276178377,492518.5449477847,auto
4360,2853,deciduous,d14_6,417726.7979819359,492524.2604431276,auto
4329,2759,deciduous,d14_6,417721.7175416311,492539.9251340675,auto
4300,2678,deciduous,d14_6,417716.84878633893,492553.47297488037,auto
4422,2771,deciduous,d14_6,417737.1705475583,492538.01996895316,auto
4327,2569,deciduous,d14_6,417721.29417160567,492571.67788597266,auto
4290,2396,deciduous,deciduous,417715.36012308626,492600.3716070936,manual
4198,2409,deciduous,d14_6,417699.91398532287,492598.35019757296,auto
4144,2243,deciduous,d14_6,417690.8115297767,492626.0809342368,auto
4143,2243,deciduous,d14_6,417690.599844764,492626.0809342368,auto
4143,2243,deciduous,d14_6,417690.599844764,492626.0809342368,auto
4226,2839,deciduous,d14_6,417704.5710556023,492526.58897826733,auto
4332,2902,deciduous,d14_6,417722.1409116565,492516.21641264495,auto
4332,2902,deciduous,d14_6,417722.1409116565,492516.21641264495,auto
4164,2851,deciduous,d14_6,417694.19848997996,492524.683813153,auto
4295,3022,deciduous,d14_6,417716.00204628817,492496.10633643833,auto
4491,3116,deciduous,d14_6,417748.6015382441,492480.4416454985,auto
4449,3185,deciduous,d14_6,417741.61593282496,492469.0106548126,auto
4374,3252,deciduous,d14_6,417729.12651707564,492457.7913491395,auto
4270,3257,deciduous,d14_6,417711.7683460341,492456.94460908865,auto
4181,3580,deciduous,d14_6,417696.95039514505,492403.1766158626,auto
4409,3555,deciduous,d14_6,417735.0536974312,492407.4103161166,auto
4515,3558,deciduous,d14_6,417752.62355348543,492406.7752610785,auto
4775,3558,deciduous,d14_6,417796.0189810892,492406.7752610785,auto
4775,3558,deciduous,d14_6,417796.0189810892,492406.7752610785,auto
4168,3727,deciduous,d14_6,417694.83354501805,492378.6211543892,auto
4173,3786,deciduous,d14_6,417695.68028506887,492368.883643805,auto
4099,3473,deciduous,d14_6,417683.40255433216,492420.95815692947,auto
4014,3453,deciduous,d14_6,417669.2196584812,492424.3451171327,auto
4121,3232,deciduous,d14_6,417687.0011995481,492461.17830934265,auto
3969,3223,deciduous,d14_6,417661.59899802395,492462.66010443156,auto
3897,3217,deciduous,d14_6,417649.7446373127,492463.71852949506,auto
3810,3208,deciduous,d14_6,417635.13837143633,492465.200324584,auto
4498,3819,deciduous,d14_6,417749.87164832035,492363.37983347476,auto
4658,3831,deciduous,d14_6,417776.54395992064,492361.26298334775,auto
4566,3815,deciduous,d14_6,417761.0909539935,492364.01488851284,auto
4710,4058,deciduous,d14_6,417785.2230454414,492323.583051087,auto
4855,4054,deciduous,d14_6,417809.3551368893,492324.2181061251,auto
4808,4052,deciduous,d14_6,417801.5227914194,492324.42979113775,auto
4922,3993,deciduous,d14_6,417820.5744425625,492334.3789867347,auto
4925,3933,deciduous,d14_6,417820.9978125879,492344.3281823317,auto
4924,3871,deciduous,d14_6,417820.7861275752,492354.700747954,auto
5018,4061,deciduous,d14_6,417836.4508185151,492322.94799604884,auto
5105,4065,deciduous,d14_6,417851.0570843915,492322.31294101075,auto
5438,4078,deciduous,d14_6,417906.51855771913,492320.19609088375,auto
5373,4070,deciduous,d14_6,417895.7226220714,492321.4662009599,auto
5227,4066,deciduous,d14_6,417871.3788456108,492322.1012559981,auto
5554,4083,deciduous,d14_6,417925.7818938749,492319.3493508329,auto
5664,4085,deciduous,d14_6,417944.19848997996,492318.9259808075,auto
5772,4088,deciduous,d14_6,417962.1917160595,492318.50261078216,auto
5664,4085,deciduous,d14_6,417944.19848997996,492318.9259808075,auto
5753,4230,deciduous,d14_6,417959.016440869,492294.79388935963,auto
5317,4337,deciduous,d14_6,417886.4084815125,492277.01234829274,auto
5342,4331,deciduous,d14_6,417890.43049675383,492278.07077335624,auto
4967,4301,deciduous,d14_6,417827.98341800703,492282.93952864833,auto
4731,4430,deciduous,d14_6,417788.6100056446,492261.55934236554,auto
4465,4428,deciduous,d14_6,417744.3678379901,492261.7710273782,auto
4788,4502,deciduous,d14_6,417798.1358312162,492249.49329664157,auto
4238,4397,deciduous,d14_6,417706.4762207166,492267.0631526958,auto
4219,4325,deciduous,d14_6,417703.3009455261,492278.917513407,auto
4197,4219,deciduous,d14_6,417699.70230031013,492296.6990544739,auto
4181,4130,deciduous,d14_6,417696.95039514505,492311.517005363,auto
4183,4005,deciduous,d14_6,417697.37376517046,492332.2621366077,auto
4287,4417,deciduous,d14_6,417714.73193621193,492263.67619249254,auto
5070,4632,deciduous,d14_6,417845.1299040358,492227.90142534603,auto
5071,4723,deciduous,deciduous,417845.3553030156,492212.59083199233,manual
4910,4646,deciduous,d14_6,417818.4575924355,492225.57289020636,auto
4858,4590,deciduous,d14_6,417809.77850691474,492234.8870307652,auto
4966,4780,deciduous,d14_6,417827.77173299436,492203.13427886006,auto
4672,4674,deciduous,d14_6,417778.8724950604,492220.91581992694,auto
4731,4750,deciduous,d14_6,417788.6100056446,492208.2147191649,auto
4731,4750,deciduous,d14_6,417788.6100056446,492208.2147191649,auto
4817,4903,deciduous,deciduous,417803.00501644606,492182.39347388176,manual
4606,4955,deciduous,d14_6,417767.8648743999,492173.9217471073,auto
4660,5014,deciduous,deciduous,417776.85831863876,492163.9804518465,manual
4516,5011,deciduous,d14_6,417752.8352384981,492164.6076065484,auto
4456,5052,deciduous,d14_6,417742.8860429012,492157.833686142,auto
4494,5129,deciduous,deciduous,417749.23856855265,492144.8309105182,manual
4273,5184,deciduous,d14_6,417712.40340107225,492135.8184448211,auto
4357,5203,deciduous,d14_6,417726.3746119105,492132.64316963055,auto
4248,5291,deciduous,d14_6,417708.1697008182,492118.03690375417,auto
4183,5239,deciduous,d14_6,417697.37376517046,492126.71598927496,auto
4148,5162,deciduous,d14_6,417691.4465848148,492139.417090037,auto
4042,5027,deciduous,d14_6,417673.8767287606,492162.067386396,auto
4030,5359,deciduous,d14_6,417671.7598786336,492106.60591306834,auto
4238,5366,deciduous,d14_6,417706.4762207166,492105.54748800484,auto
4454,5447,deciduous,d14_6,417742.4626728758,492091.99964719196,auto
4952,5650,deciduous,d14_6,417825.4431978546,492058.1300451598,auto
5137,5726,deciduous,d14_6,417856.349209709,492045.4289443977,auto
5305,5796,deciduous,d14_6,417884.2916313855,492033.78626869916,auto
5561,5899,deciduous,d14_6,417927.05200395116,492016.63978267036,auto
5471,5798,deciduous,d14_6,417912.02236804937,492033.5745836864,auto
5542,5671,deciduous,d14_6,417923.8767287606,492054.74308495654,auto
5660,5488,deciduous,d14_6,417943.5634349418,492085.22572678555,auto
5862,5151,deciduous,d14_6,417977.2213519613,492141.3222551513,auto
5819,5213,deciduous,deciduous,417970.0733496375,492130.91809091123,manual
5756,5317,deciduous,d14_6,417959.43981089443,492113.5915184875,auto
3971,5477,deciduous,d14_6,417662.02236804937,492086.91920688713,auto
3899,5450,deciduous,d14_6,417649.9563223254,492091.57627716655,auto
3839,5574,deciduous,d14_6,417640.0071267285,492070.83114592184,auto
3711,5580,deciduous,d14_6,417618.6269404456,492069.77272085834,auto
3720,5658,deciduous,d14_6,417620.10873553454,492056.85993508354,auto
3570,5676,deciduous,d14_6,417595.1299040358,492053.8963449058,auto
3635,5715,deciduous,d14_6,417605.92583968356,492047.33410951204,auto
3560,5762,deciduous,d14_6,417593.4364239342,492039.50176404207,auto
3444,5855,deciduous,deciduous,417574.3134865013,492024.0414986013,manual
3509,5817,deciduous,deciduous,417584.993118947,492030.3019194397,manual
3292,5909,deciduous,d14_6,417548.77088625426,492014.9463025688,auto
3292,5909,deciduous,d14_6,417548.77088625426,492014.9463025688,auto
3278,5565,deciduous,d14_6,417546.4423511146,492072.31294101075,auto
2899,5429,deciduous,d14_6,417483.36021732964,492094.9632373698,auto
2801,5389,deciduous,d14_6,417467.06047135167,492101.7371577762,auto
2745,5383,deciduous,deciduous,417457.9428644973,492102.48181938694,manual
3690,4544,deciduous,d14_6,417615.23998024245,492242.5076912224,auto
3863,4776,deciduous,d14_6,417644.02914196975,492203.76933389815,auto
1595,4700,deciduous,deciduous,417266.07858500426,492216.2756098865,manual
1555,4407,deciduous,deciduous,417259.45004419825,492265.2545317834,manual
1554,4482,deciduous,d14_6,417259.1857888792,492252.8802568448,auto
2541,4333,deciduous,d14_6,417423.6650437479,492277.64740333083,auto
2800,4353,deciduous,d14_6,417466.84878633893,492274.2604431276,auto
632,4836,deciduous,deciduous,417105.51610156946,492193.8122014222,manual
532,4630,deciduous,deciduous,417088.9444215894,492228.0606648775,manual
561,5368,deciduous,deciduous,417093.73137523344,492105.06101037504,manual
569,5436,deciduous,d14_6,417094.9182190231,492093.9048123063,auto
567,5494,deciduous,deciduous,417094.8360843364,492084.0700503042,manual
565,5650,deciduous,deciduous,417094.46772472817,492057.9234223161,manual
570,5718,deciduous,deciduous,417095.2042084183,492046.87554801756,manual
574,5879,deciduous,deciduous,417095.94063322706,492019.992391151,manual
522,4555,deciduous,d14_6,417087.0858735532,492240.60252610815,auto
514,4432,deciduous,d14_6,417085.81576347694,492261.1359723401,auto
514,4314,deciduous,d14_6,417085.81576347694,492280.82267852133,auto
509,4200,deciduous,d14_6,417084.9690234262,492299.87432966445,auto
1515,4141,deciduous,d14_6,417252.62355348543,492309.6118402487,auto
1520,4089,deciduous,deciduous,417253.558043226,492318.2843371787,manual
1498,4018,deciduous,deciduous,417249.875463195,492330.0687472037,manual
426,3830,deciduous,d14_6,417071.2094976006,492361.47466836043,auto
426,3830,deciduous,d14_6,417071.2094976006,492361.47466836043,auto
481,3950,deciduous,d14_6,417080.31195314677,492341.57627716655,auto
119,3816,deciduous,d14_6,417019.9817245269,492363.80320350017,auto
1426,3777,deciduous,deciduous,417237.96814269206,492370.3322177905,manual
1341,3788,deciduous,deciduous,417223.81094072165,492368.40923875186,manual
1107,3790,deciduous,d14_6,417184.6726644084,492368.2485887669,auto
449,3558,deciduous,d14_6,417075.0198278292,492406.7752610785,auto
433,3270,deciduous,d14_6,417072.2679226641,492454.82775896165,auto
797,3306,deciduous,d14_6,417133.02152130933,492448.900578606,auto
894,3314,deciduous,d14_6,417149.10958227457,492447.4187835171,auto
1174,3349,deciduous,d14_6,417195.89197008155,492441.7032881742,auto
1174,3349,deciduous,d14_6,417195.89197008155,492441.7032881742,auto
1430,3388,deciduous,d14_6,417238.44065763446,492435.14105278044,auto
1430,3388,deciduous,d14_6,417238.44065763446,492435.14105278044,auto
1615,3389,deciduous,d14_6,417269.3466694888,492434.92936776776,auto
1831,3422,deciduous,d14_6,417305.333121648,492429.4255574375,auto
2000,3570,deciduous,d14_6,417333.48722833727,492404.8700959642,auto
2009,3261,deciduous,d14_6,417334.9690234262,492456.30955405056,auto
2004,3328,deciduous,d14_6,417334.12228337536,492445.0902483774,auto
2020,3156,deciduous,d14_6,417336.8741885405,492473.87941010477,auto
2249,3666,deciduous,d14_6,417374.9774908267,492388.7820349989,auto
2099,3678,deciduous,deciduous,417350.1661121599,492386.86275748024,manual
2389,4023,deciduous,d14_6,417398.2628422238,492329.2985464299,auto
2436,4125,deciduous,d14_6,417406.0951876937,492312.3637454138,auto
2810,3551,deciduous,d14_6,417468.5422664406,492408.0453711547,auto
3116,4082,deciduous,d14_6,417519.5583545015,492319.56103584566,auto
3163,3974,deciduous,d14_6,417527.39069997147,492337.5542619252,auto
3116,4082,deciduous,d14_6,417519.5583545015,492319.56103584566,auto
3243,3839,deciduous,d14_6,417540.7268557716,492359.9928732715,auto
3586,3582,deciduous,d14_6,417597.8818092009,492402.7532458372,auto
3508,3087,deciduous,d14_6,417584.75733841344,492485.3104007906,auto
3462,3174,deciduous,d14_6,417577.1366779562,492470.91581992694,auto
3621,3196,deciduous,d14_6,417603.5973045439,492467.1054896983,auto
3840,3539,deciduous,d14_6,417640.21881174116,492409.950536269,auto
1823,2800,deciduous,d14_6,417304.0630115718,492533.15121366107,auto
1666,2737,deciduous,d14_6,417277.8140699969,492543.7354642961,auto
1571,2738,deciduous,d14_6,417261.93769404426,492543.5237792834,auto
1446,2735,deciduous,d14_6,417241.19256279955,492543.9471493088,auto
1322,2704,deciduous,d14_6,417220.44743155484,492549.2392746263,auto
1258,2697,deciduous,d14_6,417209.86318091984,492550.29769968987,auto
609,2646,deciduous,d14_6,417101.69213942956,492558.76510019787,auto
506,3019,deciduous,d14_6,417084.54565340077,492496.7413914765,auto
580,2771,deciduous,d14_6,417096.8233841374,492538.01996895316,auto
649,2430,deciduous,d14_6,417108.2543748233,492594.75155235705,auto
664,2330,deciduous,d14_6,417110.7945949757,492611.47466836043,auto
261,3236,deciduous,d14_6,417043.69044594944,492460.54325430456,auto
885,1972,deciduous,d14_6,417147.6277871857,492671.16984194214,auto
972,2051,deciduous,d14_6,417162.23405306204,492658.0453711547,auto
903,1995,deciduous,d14_6,417150.5913773635,492667.35951171356,auto
1071,2080,deciduous,d14_6,417178.74548405275,492653.1766158626,auto
1416,2170,deciduous,d14_6,417236.1121224947,492638.1469799608,auto
1505,2312,deciduous,d14_6,417250.93007338385,492614.43825853826,auto
1568,2373,deciduous,d14_6,417261.5143240189,492604.2773779286,auto
1455,2248,deciduous,d14_6,417242.67435788846,492625.23419418605,auto
1357,2176,deciduous,d14_6,417226.3746119105,492637.0885548973,auto
1304,2160,deciduous,d14_6,417217.4838413771,492639.8404600624,auto
1734,2439,deciduous,d14_6,417289.2450606827,492593.26975726814,auto
1792,2439,deciduous,d14_6,417298.77088625426,492593.26975726814,auto
1875,2467,deciduous,d14_6,417312.74209709256,492588.6126869887,auto
1987,2048,deciduous,d14_6,417331.37037821027,492658.4687411801,auto
1992,1978,deciduous,d14_6,417332.21711826103,492670.11141687864,auto
1976,2254,deciduous,d14_6,417329.46521309594,492624.17576912255,auto
1967,2382,deciduous,d14_6,417327.98341800703,492602.7955828397,auto
2022,1559,deciduous,d14_6,417337.0858735532,492739.96747107,auto
2047,2461,deciduous,d14_6,417341.3195738072,492589.6711120522,auto
2047,2461,deciduous,d14_6,417341.3195738072,492589.6711120522,auto
2122,2483,deciduous,d14_6,417353.80898955656,492586.0724668363,auto
2174,2471,deciduous,d14_6,417362.4880750773,492587.97763195063,auto
2174,2471,deciduous,d14_6,417362.4880750773,492587.97763195063,auto
2227,2512,deciduous,d14_6,417371.3788456108,492581.2037115442,auto
2342,2408,deciduous,d14_6,417390.43049675383,492598.5618825857,auto
2342,2408,deciduous,d14_6,417390.43049675383,492598.5618825857,auto
2569,2366,deciduous,d14_6,417428.32211402734,492605.54748800484,auto
2635,2390,deciduous,deciduous,417439.5316007656,492601.47741994925,manual
2696,2371,deciduous,d14_6,417449.49061529746,492604.700747954,auto
2770,2329,deciduous,d14_6,417461.7683460341,492611.68635337317,auto
2875,2297,deciduous,d14_6,417479.3382020883,492616.97847869067,auto
2925,2373,deciduous,d14_6,417487.59391758364,492604.2773779286,auto
3029,2471,deciduous,deciduous,417505.0822546443,492587.85146793525,manual
3184,2485,deciduous,d14_6,417530.7776601747,492585.6490968109,auto
3238,2464,deciduous,d14_6,417539.88011572085,492589.24774202687,auto
1955,2551,deciduous,d14_6,417326.0782528927,492574.6414761505,auto
1941,2489,deciduous,d14_6,417323.74971775303,492585.0140417728,auto
1972,2606,deciduous,d14_6,417328.83015805786,492565.53902060434,auto
1997,2710,deciduous,d14_6,417333.06385831186,492548.1808495628,auto
3368,2361,deciduous,d14_6,417561.4719870163,492606.3942280556,auto
3378,2211,deciduous,deciduous,417563.2678730802,492631.3062130357,manual
3377,2150,deciduous,d14_6,417562.95378210524,492641.533940164,auto
3370,2058,deciduous,d14_6,417561.89535704174,492656.7752610785,auto
3147,1820,deciduous,d14_6,417524.6387948064,492696.5720434663,auto
3422,1886,deciduous,d14_6,417570.5744425625,492685.56442280585,auto
3237,1855,deciduous,deciduous,417539.69930091215,492690.5965447143,manual
3617,1925,deciduous,d14_6,417602.96224950574,492679.0021874121,auto
3608,2011,deciduous,d14_6,417601.48045441683,492664.6076065484,auto
3712,1950,deciduous,d14_6,417618.83862545836,492674.76848715806,auto
3801,1971,deciduous,d14_6,417633.6565763474,492671.3815269549,auto
3833,2069,deciduous,d14_6,417638.9487016649,492655.0817809769,auto
3897,2070,deciduous,d14_6,417649.7446373127,492654.8700959642,auto
3918,2145,deciduous,d14_6,417653.1315975159,492642.3806802148,auto
4042,2220,deciduous,d14_6,417673.8767287606,492629.89126446546,auto
4023,2237,deciduous,d14_6,417670.7014535701,492626.92767428764,auto
4214,2090,deciduous,d14_6,417702.4542054753,492651.48313576094,auto
4221,2154,deciduous,d14_6,417703.72431555146,492640.89888512593,auto
2829,1665,deciduous,d14_6,417471.7175416311,492722.39761501586,auto
2766,1710,deciduous,d14_6,417461.133290996,492714.7769545586,auto
2732,1629,deciduous,d14_6,417455.4177956531,492728.32479537145,auto
2913,1699,deciduous,d14_6,417485.6887524694,492716.6821196729,auto
2611,1593,deciduous,deciduous,417435.48120752093,492734.0518937324,manual
2262,1445,deciduous,d14_6,417377.0943409537,492759.0191222131,auto
2397,1493,deciduous,d14_6,417399.7446373127,492750.9750917305,auto
1474,1440,deciduous,d14_6,417245.849633079,492759.86586226395,auto
1521,1198,deciduous,d14_6,417253.68197854894,492800.08601467713,auto
3496,2522,deciduous,d14_6,417582.8521732992,492579.5102314426,auto
3543,2513,deciduous,d14_6,417590.6845187691,492580.9920265315,auto
3430,2433,deciduous,d14_6,417571.8445526387,492594.3281823317,auto
3551,2644,deciduous,deciduous,417591.9920707101,492559.12667869683,manual
3600,2707,deciduous,d14_6,417600.21034434065,492548.6042195882,auto
3820,2641,deciduous,d14_6,417636.8318515379,492559.6118402487,auto
3769,2710,deciduous,d14_6,417628.3644510299,492548.1808495628,auto
3769,2710,deciduous,d14_6,417628.3644510299,492548.1808495628,auto
3885,2644,deciduous,d14_6,417647.6277871857,492559.1884702233,auto
3900,2705,deciduous,d14_6,417650.1680073381,492549.02758961363,auto
3970,2740,deciduous,d14_6,417661.8106830367,492543.100409258,auto
4028,2762,deciduous,d14_6,417671.5481936209,492539.50176404207,auto
4102,2815,deciduous,d14_6,417683.8259243576,492530.61099350866,auto
