4356,781,conifer,c1_6,425922.07808,465834.67792,auto
4482,1281,deciduous,deciduous,425948.90317178355,465728.82140513626,manual
4538,1289,deciduous,deciduous,425960.6871100641,465726.9801199605,manual
4483,1347,deciduous,d17_4,425948.96144,465714.86704,auto
4474,1407,deciduous,d17_4,425947.05632,465702.16624,auto
4444,1573,deciduous,deciduous,425940.80147983093,465666.9557233151,manual
4590,1816,deciduous,deciduous,425971.7341443576,465615.40084855945,manual
4616,1929,deciduous,deciduous,425977.25777976506,465591.46468951856,manual
4646,1956,deciduous,deciduous,425983.5179801005,465585.94094200083,manual
4585,1858,deciduous,deciduous,425970.67043522024,465606.6448414321,manual
4171,2137,deciduous,d17_4,425882.91728,465547.63984,auto
3903,2288,deciduous,d17_4,425826.18704,465515.67616,auto
3861,2223,deciduous,d17_4,425817.29648,465529.43536,auto
3811,2139,deciduous,d17_4,425806.71248,465547.21648,auto
3768,2068,deciduous,d17_4,425797.61024,465562.24576,auto
3722,1991,deciduous,d17_4,425787.87296,465578.54512,auto
4082,2597,deciduous,deciduous,425864.2050313201,465450.0577677558,manual
3582,2623,deciduous,d17_4,425758.23776,465444.76336,auto
3435,2414,deciduous,d17_4,425727.1208,465489.00448,auto
3488,3003,deciduous,d17_4,425738.33984,465364.32496,auto
3593,2983,deciduous,d17_4,425760.56624,465368.55856,auto
3714,2913,deciduous,d17_4,425786.17952,465383.37616,auto
4180,2842,deciduous,d17_4,425884.8224,465398.40544,auto
4239,2820,deciduous,d17_4,425897.31152,465403.0624,auto
4292,2807,deciduous,d17_4,425908.53056,465405.81424,auto
4498,2830,deciduous,d17_4,425952.13664,465400.9456,auto
4475,2869,deciduous,d17_4,425947.268,465392.69008,auto
4494,2941,deciduous,d17_4,425951.28992,465377.44912,auto
4519,3069,deciduous,deciduous,425956.6349803279,465350.26213934366,manual
4594,3394,deciduous,deciduous,425972.4694009226,465281.39965124696,manual
4610,3454,deciduous,d17_4,425975.8448,465268.85728,auto
4628,3535,deciduous,deciduous,425979.8342558821,465251.5715128123,manual
4644,3579,deciduous,deciduous,425983.14845626755,465242.36529338197,manual
4620,3810,deciduous,deciduous,425977.99279845174,465193.38829060656,manual
4561,3719,deciduous,d17_4,425965.47248,465212.76208,auto
4561,3719,deciduous,d17_4,425965.47248,465212.76208,auto
4437,3661,deciduous,d17_4,425939.22416,465225.03952,auto
4382,3665,deciduous,d17_4,425927.58176,465224.1928,auto
4362,3621,deciduous,d17_4,425923.34816,465233.50672,auto
4305,3621,deciduous,d17_4,425911.2824,465233.50672,auto
4267,3603,deciduous,d17_4,425903.23856,465237.31696,auto
4244,3554,deciduous,d17_4,425898.36992,465247.68928,auto
4099,3526,deciduous,deciduous,425867.88678412,465253.41316984536,manual
4056,3502,deciduous,d17_4,425858.57408,465258.69664,auto
4043,3453,deciduous,d17_4,425855.82224,465269.06896,auto
3988,3470,deciduous,d17_4,425844.17984,465265.4704,auto
3832,3410,deciduous,deciduous,425811.17663984717,465278.0860154828,manual
3829,3365,deciduous,d17_4,425810.52272,465287.6968,auto
3680,3309,deciduous,d17_4,425778.9824,465299.55088,auto
3566,3262,deciduous,d17_4,425754.85088,465309.49984,auto
3507,3232,deciduous,d17_4,425742.36176,465315.85024,auto
3645,3667,deciduous,d17_4,425771.5736,465223.76944,auto
3433,4105,deciduous,d17_4,425726.69744,465131.0536,auto
2983,3625,deciduous,d17_4,425631.44144,465232.66,auto
2892,3581,deciduous,d17_4,425612.17856,465241.97392,auto
2988,3514,deciduous,d17_4,425632.49984,465256.15648,auto
3050,3504,deciduous,deciduous,425645.8330861111,465258.2012219237,manual
3082,3468,deciduous,deciduous,425652.42070349463,465265.6891791622,manual
3120,3445,deciduous,deciduous,425660.6037290244,465270.6400566067,manual
3345,3284,deciduous,deciduous,425708.108085296,465304.7641604659,manual
2945,2931,deciduous,d17_4,425623.3976,465379.56592,auto
2835,2871,deciduous,d17_4,425600.1128,465392.26672,auto
2724,2836,deciduous,d17_4,425576.61632,465399.67552,auto
2682,2827,deciduous,d17_4,425567.72576,465401.58064,auto
2597,2807,deciduous,d17_4,425549.73296,465405.81424,auto
2610,3390,deciduous,d17_4,425552.4848,465282.4048,auto
2538,3389,deciduous,d17_4,425537.24384,465282.61648,auto
2443,3382,deciduous,d17_4,425517.13424,465284.09824,auto
2502,4028,deciduous,d17_4,425529.62336,465147.35296,auto
2710,4090,deciduous,d17_4,425573.6528,465134.2288,auto
2811,4160,deciduous,d17_4,425595.03248,465119.4112,auto
3119,4446,deciduous,deciduous,425660.35791391623,465058.73341931484,manual
3210,4500,deciduous,deciduous,425679.62919598946,465047.35871308064,manual
3664,4618,deciduous,d17_4,425775.59552,465022.46176,auto
3735,4550,deciduous,d17_4,425790.6248,465036.856,auto
3794,4509,deciduous,d17_4,425803.11392,465045.53488,auto
3854,4459,deciduous,d17_4,425815.81472,465056.11888,auto
3913,4399,deciduous,d17_4,425828.30384,465068.81968,auto
3952,4367,deciduous,d17_4,425836.55936,465075.59344,auto
3952,4367,deciduous,d17_4,425836.55936,465075.59344,auto
4029,4299,deciduous,d17_4,425852.85872,465089.98768,auto
4087,4243,deciduous,d17_4,425865.13616,465101.84176,auto
4137,4218,deciduous,d17_4,425875.72016,465107.13376,auto
4137,4218,deciduous,d17_4,425875.72016,465107.13376,auto
2370,4081,deciduous,d17_4,425501.6816,465136.13392,auto
2369,4081,deciduous,d17_4,425501.46992,465136.13392,auto
2256,4112,deciduous,d17_4,425477.55008,465129.57184,auto
2189,4134,deciduous,d17_4,425463.36752,465124.91488,auto
2189,4187,deciduous,d17_4,425463.36752,465113.69584,auto
2077,4139,deciduous,d17_4,425439.65936,465123.85648,auto
1817,4187,deciduous,d17_4,425384.62256,465113.69584,auto
1817,4187,deciduous,d17_4,425384.62256,465113.69584,auto
1763,4167,deciduous,d17_4,425373.19184,465117.92944,auto
1674,4150,deciduous,d17_4,425354.35232,465121.528,auto
1706,4066,deciduous,d17_4,425361.12608,465139.30912,auto
1761,3835,deciduous,d17_4,425372.76848,465188.2072,auto
1580,3813,deciduous,d17_4,425334.4544,465192.86416,auto
1674,4150,deciduous,d17_4,425354.35232,465121.528,auto
1619,4164,deciduous,d17_4,425342.70992,465118.56448,auto
1581,4201,deciduous,d17_4,425334.66608,465110.73232,auto
1530,4185,deciduous,d17_4,425323.8704,465114.1192,auto
1445,4240,deciduous,d17_4,425305.8776,465102.4768,auto
1445,4240,deciduous,d17_4,425305.8776,465102.4768,auto
1202,4371,deciduous,deciduous,425254.46602940845,465074.651133918,manual
1199,4409,deciduous,deciduous,425253.8523116936,465066.6726905209,manual
1198,4566,deciduous,d17_4,425253.59264,465033.46912,auto
1203,4627,deciduous,d17_4,425254.65104,465020.55664,auto
876,4039,deciduous,d17_4,425185.43168,465145.02448,auto
871,3983,deciduous,d17_4,425184.37328,465156.87856,auto
879,3929,deciduous,d17_4,425186.06672,465168.30928,auto
991,3651,deciduous,d17_4,425209.77488,465227.15632,auto
997,3703,deciduous,d17_4,425211.04496,465216.14896,auto
1117,3734,deciduous,d17_4,425236.44656,465209.58688,auto
1205,3750,deciduous,d17_4,425255.0744,465206.2,auto
1296,3768,deciduous,d17_4,425274.33728,465202.38976,auto
903,3412,deciduous,d17_4,425191.14704,465277.74784,auto
1057,3321,deciduous,d17_4,425223.74576,465297.01072,auto
1230,3182,deciduous,d17_4,425260.3664,465326.43424,auto
1324,3116,deciduous,d17_4,425280.26432,465340.40512,auto
1444,3110,deciduous,d17_4,425305.66592,465341.6752,auto
1498,3110,deciduous,d17_4,425317.09664,465341.6752,auto
1746,3272,deciduous,deciduous,425369.64705425664,465307.17926917376,manual
1715,3332,deciduous,d17_4,425363.0312,465294.68224,auto
1976,3345,deciduous,d17_4,425418.27968,465291.9304,auto
2073,3417,deciduous,d17_4,425438.81264,465276.68944,auto
2165,3387,deciduous,d17_4,425458.2872,465283.03984,auto
2216,3384,deciduous,d17_4,425469.08288,465283.67488,auto
2300,3340,deciduous,d17_4,425486.864,465292.9888,auto
1731,3011,deciduous,d17_4,425366.41808,465362.63152,auto
2003,2867,deciduous,d17_4,425423.99504,465393.11344,auto
2069,2825,deciduous,d17_4,425437.96592,465402.004,auto
1302,2909,deciduous,deciduous,425275.744027323,465384.1435093805,manual
1069,2881,deciduous,d17_4,425226.28592,465390.14992,auto
957,2914,deciduous,d17_4,425202.57776,465383.16448,auto
891,2940,deciduous,d17_4,425188.60688,465377.6608,auto
805,2978,deciduous,d17_4,425170.4024,465369.61696,auto
1033,3559,deciduous,d17_4,425218.66544,465246.63088,auto
2022,780,deciduous,deciduous,425428.2004906488,465834.8788444295,manual
2044,741,deciduous,deciduous,425432.80362428806,465842.9802896151,manual
2311,1153,deciduous,deciduous,425489.2373506251,465755.8893606564,manual
1820,790,deciduous,deciduous,425385.3304022319,465832.5692176651,manual
4105,2667,deciduous,d17_4,425868.9464,465435.44944,auto
4132,2728,deciduous,deciduous,425874.75757271366,465422.530735372,manual
3381,3504,deciduous,d17_4,425715.69008,465258.27328,auto
2892,3581,deciduous,d17_4,425612.17856,465241.97392,auto
