1978,1095,conifer,c4_6,369418.70304,474768.2104,auto
2574,1539,deciduous,d13_6,369544.86432,474674.22448,auto
2213,1417,deciduous,d13_6,369468.44784,474700.04944,auto
2245,1400,deciduous,d13_6,369475.2216,474703.648,auto
2293,1387,deciduous,d13_6,369485.38224,474706.39984,auto
2383,1343,deciduous,d13_6,369504.43344,474715.71376,auto
2478,1297,deciduous,d13_6,369524.54304,474725.45104,auto
2570,1262,deciduous,d13_6,369544.0176,474732.85984,auto
2688,1237,deciduous,d13_6,369568.99584,474738.15184,auto
2778,1211,deciduous,d13_6,369588.04704,474743.65552,auto
2842,1199,deciduous,d13_6,369601.59456,474746.19568,auto
2281,44,deciduous,d13_6,369482.84208,474990.68608,auto
2342,128,deciduous,d13_6,369495.75456,474972.90496,auto
2012,488,deciduous,d13_6,369425.90016,474896.70016,auto
2181,776,deciduous,d13_6,369461.67408,474835.73632,auto
2259,790,deciduous,d13_6,369478.18512,474832.7728,auto
2271,938,deciduous,deciduous,369480.835492395,474801.39433875505,manual
2162,1007,deciduous,d13_6,369457.65216,474786.83824,auto
2053,1127,deciduous,d13_6,369434.57904,474761.43664,auto
2595,1080,deciduous,d13_6,369549.3096,474771.3856,auto
1655,2218,deciduous,d13_6,369350.3304,474530.49376,auto
1689,2318,deciduous,d13_6,369357.52752,474509.32576,auto
1696,2428,deciduous,d13_6,369359.00928,474486.04096,auto
1696,2428,deciduous,d13_6,369359.00928,474486.04096,auto
1620,2687,deciduous,d13_6,369342.9216,474431.21584,auto
1556,3447,deciduous,d13_6,369329.37408,474270.33904,auto
1503,3780,deciduous,d13_6,369318.15504,474199.8496,auto
2893,3164,deciduous,d13_6,369612.39024,474330.24448,auto
2938,3154,deciduous,d13_6,369621.91584,474332.36128,auto
2891,3280,deciduous,d13_6,369611.96688,474305.6896,auto
4122,3302,deciduous,d13_6,369872.54496,474301.03264,auto
123,3704,deciduous,d13_6,369026.03664,474215.93728,auto
211,3705,deciduous,d13_6,369044.66448,474215.7256,auto
2237,2182,deciduous,d13_6,369473.52816,474538.11424,auto
2265,2266,deciduous,d13_6,369479.4552,474520.33312,auto
2210,2329,deciduous,d13_6,369467.8128,474506.99728,auto
204,3886,fruit,f4_4,369043.18272,474177.41152,auto
148,3893,fruit,f4_4,369031.32864,474175.92976,auto
105,3831,fruit,f4_4,369022.2264,474189.05392,auto
