488,876,conifer,c4_6,480103.29984,463814.56832,auto
304,1293,deciduous,d13_6,480064.35072,463726.29776,auto
500,1068,deciduous,deciduous,480106.01169077796,463773.87313383434,manual
410,847,deciduous,d13_6,480086.7888,463820.70704,auto
499,826,deciduous,deciduous,480105.6436330241,463825.0596460913,manual
513,773,deciduous,d13_6,480108.59184,463836.37136,auto
522,727,deciduous,d13_6,480110.49696,463846.10864,auto
218,701,deciduous,d13_6,480046.14624,463851.61232,auto
124,497,deciduous,d13_6,480026.24832,463894.79504,auto
74,496,deciduous,d13_6,480015.66432,463895.00672,auto
208,477,deciduous,d13_6,480044.02944,463899.02864,auto
443,512,deciduous,d13_6,480093.77424,463891.61984,auto
3300,2273,deciduous,d13_6,480698.544,463518.85136,auto
3364,2185,deciduous,d13_6,480712.09152,463537.4792,auto
313,676,fruit,fruit,480066.322670762,463856.81110202,manual
345,608,fruit,fruit,480073.23795575934,463871.09080168407,manual
420,437,fruit,f2_6,480088.9056,463907.49584,auto
383,446,fruit,f2_6,480081.07344,463905.59072,auto
420,437,fruit,f2_6,480088.9056,463907.49584,auto
