375,609,conifer,c4_6,323062.74209709256,185898.30786057046,auto
5189,1717,deciduous,d9_6,323865.0282952297,185713.71852949512,auto
5169,1599,deciduous,d9_6,323861.6413350265,185733.40523567633,auto
5080,1635,deciduous,d9_6,323846.8233841374,185727.26637030797,auto
4914,1723,deciduous,d9_6,323819.09264747356,185712.66010443162,auto
4769,1693,deciduous,d9_6,323794.9605560257,185717.74054473644,auto
4662,1718,deciduous,d9_6,323777.1790149588,185713.5068444824,auto
4597,1732,deciduous,d9_6,323766.383079311,185711.1783093427,auto
4529,1756,deciduous,d9_6,323754.95208862517,185707.15629410138,auto
4463,1759,deciduous,d9_6,323743.9444679647,185706.73292407597,auto
4392,1779,deciduous,d9_6,323732.0901072534,185703.34596387277,auto
4312,1789,deciduous,d9_6,323718.75395145325,185701.65248377115,auto
4115,1858,deciduous,d9_6,323685.9427744846,185690.2214930853,auto
4179,1831,deciduous,d9_6,323696.73871013237,185694.66687835203,auto
4115,1858,deciduous,d9_6,323685.9427744846,185690.2214930853,auto
4058,1900,deciduous,d9_6,323676.416948913,185683.23588766615,auto
3995,1952,deciduous,d9_6,323666.0443832907,185674.5568021454,auto
3937,2011,deciduous,d9_6,323656.30687270645,185664.60760654847,auto
3878,2047,deciduous,d9_6,323646.56936212216,185658.68042619282,auto
3777,2129,deciduous,d9_6,323629.6345611061,185644.92090036726,auto
4529,2462,deciduous,d9_6,323754.95208862517,185589.45942703958,auto
4219,2636,deciduous,d9_6,323703.3009455261,185560.4585802995,auto
4148,2814,deciduous,d9_6,323691.4465848148,185530.82267852136,auto
4139,2884,deciduous,d9_6,323689.9647897259,185519.1800028228,auto
4088,3237,deciduous,d9_6,323681.49738921784,185460.3315692919,auto
4058,3328,deciduous,d9_6,323676.416948913,185445.0902483774,auto
4232,3256,deciduous,d9_6,323705.4177956531,185457.15629410138,auto
4369,3292,deciduous,d9_6,323728.2797770248,185451.22911374577,auto
4577,3130,deciduous,d9_6,323762.9961191078,185478.1131103588,auto
4671,2789,deciduous,d9_6,323778.66081004764,185535.0563787754,auto
4724,2733,deciduous,d9_6,323787.5515805811,185544.37051933425,auto
4724,2733,deciduous,d9_6,323787.5515805811,185544.37051933425,auto
4814,2790,deciduous,d9_6,323802.5812164829,185534.8446937627,auto
4637,3242,deciduous,d9_6,323772.94531470473,185459.4848292411,auto
3891,3523,deciduous,d9_6,323648.6862122492,185412.70244143414,auto
3942,3571,deciduous,d9_6,323657.1536127572,185404.6584109515,auto
4042,3656,deciduous,d9_6,323673.8767287606,185390.47551510052,auto
4132,3725,deciduous,d9_6,323688.9063646624,185379.04452441467,auto
4225,3791,deciduous,d9_6,323704.3593705896,185368.03690375423,auto
4193,3922,deciduous,d9_6,323699.06724527205,185346.23334744602,auto
3849,3760,deciduous,d9_6,323641.70060683007,185373.11734405905,auto
4308,3873,deciduous,d9_6,323718.11889641517,185354.27737792864,auto
4279,3990,deciduous,d9_6,323713.250141123,185334.80235676013,auto
4384,3971,deciduous,d9_6,323730.8199971772,185337.97763195066,auto
4348,4094,deciduous,d9_6,323724.8928168216,185317.44418571866,auto
4348,4094,deciduous,d9_6,323724.8928168216,185317.44418571866,auto
4454,4033,deciduous,d9_6,323742.4626728758,185327.6050663283,auto
4455,4061,deciduous,d9_6,323742.67435788846,185322.9479960489,auto
4544,4132,deciduous,d9_6,323757.4923087776,185311.09363533763,auto
4432,4171,deciduous,d9_6,323738.8640276599,185304.7430849566,auto
4592,4295,deciduous,d9_6,323765.53633926023,185283.9979537119,auto
4642,4327,deciduous,d9_6,323773.79205475556,185278.70582839436,auto
4643,4219,deciduous,d9_6,323774.00373976823,185296.69905447395,auto
4715,4304,deciduous,d9_6,323786.0697854922,185282.51615862298,auto
4773,4515,deciduous,d9_6,323795.59561106376,185247.3764465146,auto
4789,4364,deciduous,d9_6,323798.34751622885,185272.566963026,auto
4856,4461,deciduous,d9_6,323809.56682190206,185256.26721704804,auto
4858,4642,deciduous,d9_6,323809.77850691474,185226.20794524447,auto
4687,4536,deciduous,d9_6,323781.4127152128,185243.77780129868,auto
4548,4630,deciduous,d9_6,323758.12736381567,185228.1131103588,auto
4491,4705,deciduous,deciduous,323748.7219984043,185215.58128166833,manual
4371,4773,deciduous,d9_6,323728.7031470502,185204.40438893627,auto
4285,4835,deciduous,d9_6,323714.3085661865,185194.0318233139,auto
4185,4908,deciduous,d9_6,323697.58545018313,185181.75409257726,auto
4073,4953,deciduous,d9_6,323678.9571690654,185174.3451171327,auto
3997,5013,deciduous,d9_6,323666.25606830337,185164.39592153576,auto
3947,4945,deciduous,d9_6,323658.00035280804,185175.6152272089,auto
3798,4842,deciduous,d9_6,323633.233206322,185192.7617132377,auto
3736,4757,deciduous,d9_6,323622.8606406997,185206.94460908868,auto
3678,4731,deciduous,d9_6,323613.1231301154,185211.3899943554,auto
3619,4656,deciduous,d9_6,323603.38561953115,185223.87941010477,auto
3509,4569,deciduous,d9_6,323584.9690234262,185238.27399096845,auto
3444,4515,deciduous,d9_6,323574.1730877784,185247.3764465146,auto
3400,4456,deciduous,d9_6,323566.7641123339,185257.11395709883,auto
3276,4364,deciduous,d9_6,323546.23066610185,185272.566963026,auto
3267,4345,deciduous,d9_6,323544.74887101294,185275.74223821654,auto
3904,5084,deciduous,d9_6,323650.8030623762,185152.5415608245,auto
3823,5133,deciduous,d9_6,323637.25522156333,185144.28584532914,auto
3732,5196,deciduous,d9_6,323622.22558566154,185133.9132797068,auto
3627,5236,deciduous,d9_6,323604.6557296074,185127.13935930037,auto
3509,5297,deciduous,d9_6,323584.9690234262,185116.97847869073,auto
3603,5376,deciduous,d9_6,323600.63371436606,185103.85400790325,auto
3603,5376,deciduous,d9_6,323600.63371436606,185103.85400790325,auto
3565,5507,deciduous,d9_6,323594.283163985,185082.05045159505,auto
3565,5507,deciduous,d9_6,323594.283163985,185082.05045159505,auto
3541,5579,deciduous,d9_6,323590.2611487437,185069.98440587107,auto
3500,5657,deciduous,d9_6,323583.48722833727,185057.0716200963,auto
3500,5657,deciduous,d9_6,323583.48722833727,185057.0716200963,auto
3454,5782,deciduous,d9_6,323575.86656788003,185036.1148038389,auto
3407,5846,deciduous,d9_6,323568.03422241006,185025.53055320383,auto
3395,5335,deciduous,d9_6,323565.91737228306,185110.62792830967,auto
3311,5366,deciduous,d9_6,323551.94616144476,185105.54748800484,auto
3187,5424,deciduous,d9_6,323531.4127152128,185095.8099774206,auto
3092,5481,deciduous,d9_6,323515.53633926023,185086.28415184905,auto
3021,5526,deciduous,d9_6,323503.68197854894,185078.87517640452,auto
2921,5551,deciduous,d9_6,323486.95886254555,185074.6414761505,auto
2842,5584,deciduous,d9_6,323473.8343917581,185069.13766582025,auto
2765,5611,deciduous,d9_6,323460.92160598334,185064.69228055354,auto
2571,5448,deciduous,d9_6,323428.74548405275,185091.78796217928,auto
2579,5851,deciduous,d9_6,323430.015594129,185024.68381315304,auto
2494,5894,deciduous,d9_6,323415.832698278,185017.48652272118,auto
2579,5851,deciduous,d9_6,323430.015594129,185024.68381315304,auto
2653,5871,deciduous,d9_6,323442.29332486563,185021.2968529498,auto
2738,5867,deciduous,d9_6,323456.4762207166,185021.93190798792,auto
2814,5865,deciduous,d9_6,323469.17732147867,185022.35527801333,auto
2897,5880,deciduous,d9_6,323482.9368473042,185019.81505786092,auto
2978,5890,deciduous,d9_6,323496.4846881171,185018.1215777593,auto
3231,5907,deciduous,d9_6,323538.6100056446,185015.36967259418,auto
4159,5842,deciduous,d9_6,323693.35174992913,185026.16560824195,auto
4252,5791,deciduous,d9_6,323708.8047558563,185034.63300874998,auto
4339,5696,deciduous,d9_6,323723.41102173267,185050.50938470257,auto
4474,5615,deciduous,d9_6,323745.849633079,185064.05722551543,auto
4548,5547,deciduous,d9_6,323758.12736381567,185075.2765311886,auto
4619,5453,deciduous,d9_6,323769.9817245269,185090.9412221285,auto
4698,5401,deciduous,d9_6,323783.1061953144,185099.62030764922,auto
4729,5361,deciduous,d9_6,323788.39832063194,185106.39422805567,auto
4780,5305,deciduous,d9_6,323796.86572113994,185115.70836861452,auto
4881,5189,deciduous,d9_6,323813.5888371434,185134.97170477032,auto
4948,5127,deciduous,d9_6,323824.80814281653,185145.34427039267,auto
5006,5062,deciduous,d9_6,323834.54565340077,185156.1402060404,auto
4991,4936,deciduous,d9_6,323832.00543324836,185177.09702229782,auto
4936,4747,deciduous,d9_6,323822.9029777022,185208.6380891903,auto
5321,5232,deciduous,d9_6,323887.04353655066,185127.77441433846,auto
5015,5839,deciduous,d9_6,323836.0274484897,185026.58897826733,auto
5429,5314,deciduous,d9_6,323905.0367626302,185114.2265735256,auto
5429,5314,deciduous,d9_6,323905.0367626302,185114.2265735256,auto
5397,2904,deciduous,d9_6,323899.7446373127,185515.7930426196,auto
5397,2904,deciduous,d9_6,323899.7446373127,185515.7930426196,auto
5766,2848,deciduous,d9_6,323961.133290996,185525.10718317845,auto
5839,2908,deciduous,d9_6,323973.41102173267,185515.15798758148,auto
5914,2975,deciduous,d9_6,323985.90043748205,185503.93868190833,auto
5395,2594,deciduous,d9_6,323899.3212672873,185567.44418571866,auto
5395,2594,deciduous,d9_6,323899.3212672873,185567.44418571866,auto
5395,2594,deciduous,d9_6,323899.3212672873,185567.44418571866,auto
5354,2484,deciduous,d9_6,323892.5473468809,185585.86078182366,auto
5354,2484,deciduous,d9_6,323892.5473468809,185585.86078182366,auto
5347,2400,deciduous,d9_6,323891.27723680466,185599.83199266193,auto
340,541,deciduous,d9_6,323056.8149167369,185909.73885125635,auto
285,5151,deciduous,d9_6,323047.71246119076,185141.32225515135,auto
316,5307,deciduous,d9_6,323052.7929014956,185115.2849985891,auto
350,5451,deciduous,d9_6,323058.5083968385,185091.36459215387,auto
351,5563,deciduous,d9_6,323058.72008185124,185072.7363110362,auto
367,5650,deciduous,d9_6,323061.26030200365,185058.1300451598,auto
207,5629,deciduous,d9_6,323034.5879904033,185061.72869037572,auto
378,5852,deciduous,d9_6,323063.165467118,185024.47212814033,auto
365,5875,deciduous,d9_6,323061.0486169909,185020.6617979117,auto
585,5801,deciduous,d9_6,323097.67012418824,185032.93952864836,auto
679,5824,deciduous,d9_6,323113.3348151281,185029.12919841975,auto
760,5851,deciduous,d9_6,323126.882655941,185024.68381315304,auto
830,5852,deciduous,d9_6,323138.52533163957,185024.47212814033,auto
914,5881,deciduous,d9_6,323152.4965424778,185019.6033728482,auto
