2473,981,conifer,c4_6,464523.48464,429792.34192,auto
2803,1435,deciduous,d9_6,464593.33904,429696.2392,auto
2961,1360,deciduous,d9_6,464626.78448,429712.1152,auto
2961,1360,deciduous,d9_6,464626.78448,429712.1152,auto
3034,1324,deciduous,d9_6,464642.23712,429719.73568,auto
3103,1287,deciduous,d9_6,464656.84304,429727.56784,auto
3337,1134,deciduous,d9_6,464706.37616,429759.95488,auto
3387,1098,deciduous,d9_6,464716.96016,429767.57536,auto
3449,1054,deciduous,d9_6,464730.08432,429776.88928,auto
3532,990,deciduous,d9_6,464747.65376,429790.4368,auto
3869,915,deciduous,d9_6,464818.98992,429806.3128,auto
4042,749,deciduous,deciduous,464855.67557982955,429841.35076026316,manual
3731,2217,deciduous,d9_6,464789.77808,429530.70544,auto
3738,2270,deciduous,d9_6,464791.25984,429519.4864,auto
3736,2373,deciduous,d9_6,464790.83648,429497.68336,auto
3726,2455,deciduous,d9_6,464788.71968,429480.3256,auto
3717,2639,deciduous,d9_6,464786.81456,429441.37648,auto
3706,2755,deciduous,d9_6,464784.48608,429416.8216,auto
3631,2833,deciduous,d9_6,464768.61008,429400.31056,auto
3777,2926,deciduous,d9_6,464799.51536,429380.62432,auto
3784,3053,deciduous,d9_6,464800.99712,429353.74096,auto
3783,3143,deciduous,d9_6,464800.78544,429334.68976,auto
3789,3276,deciduous,d9_6,464802.05552,429306.53632,auto
3198,2823,deciduous,d9_6,464676.95264,429402.42736,auto
3031,2816,deciduous,d9_6,464641.60208,429403.90912,auto
2895,2812,deciduous,d9_6,464612.8136,429404.75584,auto
2873,3260,deciduous,d9_6,464608.15664,429309.9232,auto
2448,3135,deciduous,d9_6,464518.19264,429336.3832,auto
2309,3459,deciduous,d9_6,464488.76912,429267.79888,auto
1888,3006,deciduous,d9_6,464399.65184,429363.68992,auto
1488,3515,deciduous,d9_6,464314.97984,429255.9448,auto
1266,3521,deciduous,d9_6,464267.98688,429254.67472,auto
1065,3501,deciduous,d9_6,464225.4392,429258.90832,auto
1087,3622,deciduous,d9_6,464230.09616,429233.29504,auto
968,3711,deciduous,d9_6,464204.90624,429214.45552,auto
873,3665,deciduous,d9_6,464184.79664,429224.1928,auto
1290,3851,deciduous,d9_6,464273.0672,429184.82032,auto
1332,3870,deciduous,d9_6,464281.95776,429180.7984,auto
1655,3975,deciduous,d9_6,464350.3304,429158.572,auto
1719,4021,deciduous,d9_6,464363.87792,429148.83472,auto
1821,3864,deciduous,d9_6,464385.46928,429182.06848,auto
755,3438,deciduous,d9_6,464159.8184,429272.24416,auto
755,3438,deciduous,d9_6,464159.8184,429272.24416,auto
505,3381,deciduous,d9_6,464106.8984,429284.30992,auto
324,3350,deciduous,d9_6,464068.58432,429290.872,auto
184,3326,deciduous,d9_6,464038.94912,429295.95232,auto
93,3391,deciduous,d9_6,464019.68624,429282.19312,auto
84,3078,deciduous,d9_6,464017.78112,429348.44896,auto
754,4450,deciduous,d9_6,464159.60672,429058.024,auto
657,4654,deciduous,d9_6,464139.07376,429014.84128,auto
844,4460,deciduous,d9_6,464178.65792,429055.9072,auto
924,4467,deciduous,d9_6,464195.59232,429054.42544,auto
1131,4489,deciduous,deciduous,464239.5932722038,429049.61924692604,manual
2098,4191,deciduous,d9_6,464444.10464,429112.84912,auto
2220,4483,deciduous,d9_6,464469.9296,429051.03856,auto
2839,4323,deciduous,d9_6,464600.95952,429084.90736,auto
3508,4463,deciduous,deciduous,464742.6204301897,429055.2506281315,manual
3554,4404,deciduous,deciduous,464752.35843179474,429067.66150519694,manual
3742,4166,deciduous,d9_6,464792.10656,429118.14112,auto
3798,4060,deciduous,d9_6,464803.96064,429140.5792,auto
3834,3945,deciduous,d9_6,464811.58112,429164.9224,auto
3836,3850,deciduous,d9_6,464812.00448,429185.032,auto
1909,4120,deciduous,d9_6,464404.09712,429127.8784,auto
1931,3586,deciduous,d9_6,464408.75408,429240.91552,auto
2480,72,fruit,fruit,464524.9891572356,429984.6005677389,manual
2632,96,fruit,fruit,464557.3267266872,429979.567985035,manual
2471,170,fruit,fruit,464523.14783932414,429963.97867095936,manual
2467,112,fruit,fruit,464522.4113878584,429976.1308668932,manual
2466,236,fruit,fruit,464522.0430425651,429949.98524046864,manual
2613,160,fruit,f5_4,464553.11984,429966.1312,auto
2647,326,fruit,fruit,464560.3407924819,429930.8361878644,manual
2642,366,fruit,fruit,464559.2764890219,429922.4347223542,manual
2652,556,fruit,fruit,464561.4723342665,429882.2821644789,manual
2615,634,fruit,fruit,464553.71208161523,429865.65626712015,manual
2481,596,fruit,f5_4,464525.17808,429873.83872,auto
2483,452,fruit,f5_4,464525.60144,429904.32064,auto
2458,395,fruit,fruit,464520.5151565664,429916.3794112183,manual
2457,333,fruit,fruit,464520.20172465383,429929.36334368784,manual
2467,276,fruit,fruit,464522.41125941643,429941.5155286882,manual
2480,525,fruit,f5_4,464524.9664,429888.868,auto
2481,596,fruit,f5_4,464525.17808,429873.83872,auto
2481,596,fruit,f5_4,464525.17808,429873.83872,auto
2409,818,fruit,fruit,464509.98562204395,429826.6768670502,manual
2463,829,fruit,fruit,464521.4695635804,429824.46733638516,manual
2497,800,fruit,fruit,464528.68456025625,429830.45451876434,manual
2647,686,fruit,fruit,464560.34050963714,429854.60879415995,manual
2659,719,fruit,fruit,464562.91822162544,429847.6120673014,manual
1508,1511,fruit,f5_4,464319.21344,429680.15152,auto
1508,1511,fruit,f5_4,464319.21344,429680.15152,auto
1493,1558,fruit,f5_4,464316.03824,429670.20256,auto
1457,1625,fruit,f5_4,464308.41776,429656.02,auto
1688,1694,fruit,fruit,464357.43491702364,429641.3937936389,manual
1714,1659,fruit,fruit,464362.9586685292,429648.7587387196,manual
1678,1607,fruit,fruit,464355.3207274507,429659.7927175513,manual
1714,1593,fruit,fruit,464362.91744876426,429662.6021661561,manual
1804,1687,fruit,f5_4,464381.87072,429642.89584,auto
1804,1687,fruit,f5_4,464381.87072,429642.89584,auto
1812,1753,fruit,f5_4,464383.56416,429628.92496,auto
1812,1753,fruit,f5_4,464383.56416,429628.92496,auto
1812,1753,fruit,f5_4,464383.56416,429628.92496,auto
2437,804,fruit,fruit,464515.9704283642,429829.6197723404,manual
