615,4338,conifer,c2_4,395130.1832,456081.73216,auto
245,969,deciduous,d13_6,395051.8616,456794.88208,auto
1228,1054,deciduous,d13_6,395259.94304,456776.88928,auto
748,1263,deciduous,d13_6,395158.33664,456732.64816,auto
797,1286,deciduous,d13_6,395168.70896,456727.77952,auto
930,1260,deciduous,d13_6,395196.8624,456733.2832,auto
1024,1284,deciduous,d13_6,395216.76032,456728.20288,auto
1086,1277,deciduous,d13_6,395229.88448,456729.68464,auto
665,1435,deciduous,d13_6,395140.7672,456696.2392,auto
694,1395,deciduous,d13_6,395146.90592,456704.7064,auto
694,1395,deciduous,d13_6,395146.90592,456704.7064,auto
1402,1356,deciduous,d13_6,395296.77536,456712.96192,auto
1474,1362,deciduous,d13_6,395312.01632,456711.69184,auto
1482,1307,deciduous,d13_6,395313.70976,456723.33424,auto
1536,1224,deciduous,d13_6,395325.14048,456740.90368,auto
1665,1145,deciduous,d13_6,395352.4472,456757.6264,auto
1749,1064,deciduous,d13_6,395370.22832,456774.77248,auto
1846,991,deciduous,d13_6,395390.76128,456790.22512,auto
1955,924,deciduous,d13_6,395413.8344,456804.40768,auto
2260,534,deciduous,d13_6,395478.3968,456886.96288,auto
2021,336,deciduous,d13_6,395427.80528,456928.87552,auto
1816,175,deciduous,d13_6,395384.41088,456962.956,auto
1888,239,deciduous,d13_6,395399.65184,456949.40848,auto
1661,62,deciduous,d13_6,395351.60048,456986.87584,auto
2921,393,deciduous,d13_6,395618.31728,456916.80976,auto
2765,335,deciduous,d13_6,395585.2952,456929.0872,auto
2963,358,deciduous,d13_6,395627.20784,456924.21856,auto
3004,327,deciduous,d13_6,395635.88672,456930.78064,auto
3067,264,deciduous,d13_6,395649.22256,456944.11648,auto
3156,166,deciduous,d13_6,395668.06208,456964.86112,auto
3156,166,deciduous,d13_6,395668.06208,456964.86112,auto
3203,122,deciduous,d13_6,395678.01104,456974.17504,auto
3220,70,deciduous,d13_6,395681.6096,456985.1824,auto
2638,594,deciduous,d13_6,395558.41184,456874.26208,auto
2604,623,deciduous,d13_6,395551.21472,456868.12336,auto
2604,623,deciduous,d13_6,395551.21472,456868.12336,auto
2557,642,deciduous,d13_6,395541.26576,456864.10144,auto
2297,1662,deciduous,d13_6,395486.22896,456648.18784,auto
2264,1738,deciduous,d13_6,395479.24352,456632.10016,auto
2219,1839,deciduous,d13_6,395469.71792,456610.72048,auto
2219,1839,deciduous,d13_6,395469.71792,456610.72048,auto
2192,1896,deciduous,d13_6,395464.00256,456598.65472,auto
2160,1962,deciduous,d13_6,395457.2288,456584.68384,auto
2143,2016,deciduous,d13_6,395453.63024,456573.25312,auto
2127,2070,deciduous,d13_6,395450.24336,456561.8224,auto
2110,2125,deciduous,d13_6,395446.6448,456550.18,auto
2096,2185,deciduous,d13_6,395443.68128,456537.4792,auto
2060,2309,deciduous,d13_6,395436.0608,456511.23088,auto
2079,2245,deciduous,d13_6,395440.08272,456524.7784,auto
2045,2359,deciduous,d13_6,395432.8856,456500.64688,auto
2027,2421,deciduous,d13_6,395429.07536,456487.52272,auto
2015,2477,deciduous,d13_6,395426.5352,456475.66864,auto
1639,2167,deciduous,d13_6,395346.94352,456541.28944,auto
2892,3372,deciduous,d13_6,395612.17856,456286.21504,auto
2955,3320,deciduous,d13_6,395625.5144,456297.2224,auto
2811,3492,deciduous,d13_6,395595.03248,456260.81344,auto
2868,3475,deciduous,d13_6,395607.09824,456264.412,auto
2892,3372,deciduous,d13_6,395612.17856,456286.21504,auto
2764,3388,deciduous,d13_6,395585.08352,456282.82816,auto
2837,3349,deciduous,d13_6,395600.53616,456291.08368,auto
2704,3443,deciduous,d13_6,395572.38272,456271.18576,auto
2615,3459,deciduous,d13_6,395553.5432,456267.79888,auto
3825,3679,deciduous,d13_6,395809.676,456221.22928,auto
3875,3737,deciduous,d13_6,395820.26,456208.95184,auto
3437,4252,deciduous,d13_6,395727.54416,456099.93664,auto
3289,4199,deciduous,d13_6,395696.21552,456111.15568,auto
3198,4202,deciduous,d13_6,395676.95264,456110.52064,auto
3230,4240,deciduous,d13_6,395683.7264,456102.4768,auto
3230,4240,deciduous,d13_6,395683.7264,456102.4768,auto
3341,4349,deciduous,d13_6,395707.22288,456079.40368,auto
3325,4421,deciduous,d13_6,395703.836,456064.16272,auto
3442,4622,deciduous,d13_6,395728.60256,456021.61504,auto
3279,4639,deciduous,d13_6,395694.09872,456018.01648,auto
3138,4640,deciduous,d13_6,395664.25184,456017.8048,auto
3169,4399,deciduous,d13_6,395670.81392,456068.81968,auto
3188,4471,deciduous,d13_6,395674.83584,456053.57872,auto
3157,4344,deciduous,d13_6,395668.27376,456080.46208,auto
3138,4265,deciduous,d13_6,395664.25184,456097.1848,auto
3071,4203,deciduous,d13_6,395650.06928,456110.30896,auto
2963,4197,deciduous,d13_6,395627.20784,456111.57904,auto
2863,4180,deciduous,d13_6,395606.03984,456115.1776,auto
2863,4180,deciduous,d13_6,395606.03984,456115.1776,auto
2670,4188,deciduous,d13_6,395565.1856,456113.48416,auto
2610,4196,deciduous,d13_6,395552.4848,456111.79072,auto
2406,4080,deciduous,d13_6,395509.30208,456136.3456,auto
2371,4114,deciduous,d13_6,395501.89328,456129.14848,auto
2328,4142,deciduous,d13_6,395492.79104,456123.22144,auto
2178,4180,deciduous,d13_6,395461.03904,456115.1776,auto
1990,4138,deciduous,d13_6,395421.2432,456124.06816,auto
2058,4130,deciduous,d13_6,395435.63744,456125.7616,auto
2125,4167,deciduous,d13_6,395449.82,456117.92944,auto
2188,3943,deciduous,d13_6,395463.15584,456165.34576,auto
2247,3961,deciduous,d13_6,395475.64496,456161.53552,auto
2284,4053,deciduous,d13_6,395483.47712,456142.06096,auto
2290,3998,deciduous,d13_6,395484.7472,456153.70336,auto
2349,4012,deciduous,d13_6,395497.23632,456150.73984,auto
2326,3944,deciduous,d13_6,395492.36768,456165.13408,auto
2058,3767,deciduous,deciduous,395435.6436245443,456202.52097608475,manual
1026,4555,deciduous,d13_6,395217.18368,456035.7976,auto
849,4629,deciduous,d13_6,395179.71632,456020.13328,auto
611,4621,deciduous,d13_6,395129.33648,456021.82672,auto
661,4613,deciduous,d13_6,395139.92048,456023.52016,auto
507,4390,deciduous,d13_6,395107.32176,456070.7248,auto
312,4530,deciduous,d13_6,395066.04416,456041.0896,auto
312,4530,deciduous,d13_6,395066.04416,456041.0896,auto
272,4572,deciduous,d13_6,395057.57696,456032.19904,auto
201,4351,deciduous,d13_6,395042.54768,456078.98032,auto
97,4449,deciduous,d13_6,395020.53296,456058.23568,auto
174,4428,deciduous,deciduous,395036.8984598853,456062.57461403665,manual
1060,2696,deciduous,d13_6,395224.3808,456429.31072,auto
379,2588,deciduous,d13_6,395080.22672,456452.17216,auto
480,2612,deciduous,d13_6,395101.6064,456447.09184,auto
535,2620,deciduous,d13_6,395113.2488,456445.3984,auto
1200,2381,deciduous,d13_6,395254.016,456495.98992,auto
1332,2332,deciduous,deciduous,395282.0852140882,456506.32638225856,manual
564,2044,deciduous,d13_6,395119.38752,456567.32608,auto
652,2076,deciduous,d13_6,395138.01536,456560.55232,auto
652,2076,deciduous,d13_6,395138.01536,456560.55232,auto
702,2099,deciduous,d13_6,395148.59936,456555.68368,auto
917,2199,deciduous,d13_6,395194.11056,456534.51568,auto
795,2143,deciduous,d13_6,395168.2856,456546.36976,auto
473,1992,deciduous,d13_6,395100.12464,456578.33344,auto
423,1965,deciduous,d13_6,395089.54064,456584.0488,auto
331,1934,deciduous,d13_6,395070.06608,456590.61088,auto
374,1954,deciduous,d13_6,395079.16832,456586.37728,auto
215,1885,deciduous,d13_6,395045.5112,456600.9832,auto
119,1858,deciduous,d13_6,395025.18992,456606.69856,auto
65,1658,deciduous,d13_6,395013.7592,456649.03456,auto
205,1659,deciduous,d13_6,395043.3944,456648.82288,auto
205,1659,deciduous,d13_6,395043.3944,456648.82288,auto
308,1627,deciduous,d13_6,395065.19744,456655.59664,auto
2159,3862,deciduous,d13_6,395457.01712,456182.49184,auto
2266,3903,deciduous,d13_6,395479.66688,456173.81296,auto
